TextBlob,brand,clean,favourites_count,followers_count,friends_count,id,location,name,orig,polarity,pubdate,screen_name,sentiment,statuses_count,subjectivity,user_id,verified
"i added a video to a @youtube playlist  xiaomi mi 9,walking car,poco f1 big update,oppo r15 pro india,samsung",xiaomi,"i added a video to a @youtube playlist  xiaomi mi 9,walking car,poco f1 big update,oppo r15 pro india,samsung",657,27,81,1083002299608453120,,Danish Mulla,"I added a video to a @YouTube playlist https://t.co/66AcAm5J7R Xiaomi Mi 9,Walking Car,Poco F1 Big Update,Oppo R15 Pro India,Samsung",0.0,Wed Jan 09 14:07:24 +0000 2019,danishmulla1920,neutral,95,0.1,2451680384,False
"xiaomi mi 8 lite global 4/64gb costs just $199,01!  ",xiaomi,"xiaomi mi 8 lite global 4/64gb costs just $199,01!  ",0,39,0,1083002305178406912,,Unite4Buy_En,"Xiaomi Mi 8 Lite Global 4/64Gb costs just $199,01! https://t.co/ifsZXAQ0Ga https://t.co/AkZxSH4MBJ",0.0,Wed Jan 09 14:07:25 +0000 2019,Unite4Buy_en,neutral,12185,0.0,745290250143031301,False
a steal!,xiaomi,a steal!,518,453,207,1083002360677335040,Mykonos,adam,A steal!,0.0,Wed Jan 09 14:07:38 +0000 2019,Syaafiqqs,neutral,95750,0.0,370129148,False
xiaomi ceo briefly shows off redmi note 7 on video ,xiaomi,xiaomi ceo briefly shows off redmi note 7 on video ,3,29,99,1083002386522820610,,fateh quamrul,Xiaomi CEO briefly shows off Redmi Note 7 on video https://t.co/e2bN2i71Qg,0.0,Wed Jan 09 14:07:44 +0000 2019,FQuamrul,neutral,15217,0.3333333333333333,3164283812,False
"dmg protective kick-stand armour hard back cover case for xiaomi redmi y2 inr 499.00
 ",xiaomi,"dmg protective kick-stand armour hard back cover case for xiaomi redmi y2 inr 499.00
 ",1,9,4,1083002526130151426,"New Delhi, India",DMG Accessories,"DMG Protective Kick-Stand Armour Hard Back Cover Case for Xiaomi Redmi Y2 INR 499.00
https://t.co/CEvFHE6SFS https://t.co/G98myqOqBm",-0.14583333333333334,Wed Jan 09 14:08:18 +0000 2019,AccessoriesDmg,negative,1020,0.2708333333333333,1005062581487263744,False
us-china trade talks; xiaomi shares plunge; fed minutes @cnni ,xiaomi,us-china trade talks; xiaomi shares plunge; fed minutes @cnni ,8,16847,18425,1083003195666907137,,Stock Pages,US-China trade talks; Xiaomi shares plunge; Fed minutes @CNNI https://t.co/FAs0k7H7fW,0.0,Wed Jan 09 14:10:57 +0000 2019,StockPages,neutral,16764,0.0,237819356,False
non-slip elastic head strap floating bobber monopod stick with screw strap for gopro xiaomi yi sjcam ,xiaomi,non-slip elastic head strap floating bobber monopod stick with screw strap for gopro xiaomi yi sjcam ,4,18,21,1083003417340100608,USA,John L. Reynolds - Hot Deal - USA,Non-Slip Elastic Head Strap Floating Bobber Monopod Stick With Screw Strap For Gopro Xiaomi Yi SJcam https://t.co/9YJg8hXnvV,0.0,Wed Jan 09 14:11:50 +0000 2019,kdkjflbjgbd,neutral,927,0.0,1057281547819081729,False
"@lariki @miqubel @vbjelak plenty of pie roms for the 3t if you want 


the xiaomi above is a ",xiaomi,"@lariki @miqubel @vbjelak plenty of pie roms for the 3t if you want 


the xiaomi above is a ",5191,462,268,1083003432653545472,Berlin,Alexandra Salvaterra,"@lariki @Miqubel @vbjelak Plenty of Pie roms for the 3T if you want 
https://t.co/7BqUk3MbdP

the Xiaomi above is a… https://t.co/7YPiOZapNx",0.0,Wed Jan 09 14:11:54 +0000 2019,DroidAlexandra,neutral,2007,0.1,2715915796,False
"@lariki @miqubel @vbjelak  

created by xiaomi, powered by google.",xiaomi,"@lariki @miqubel @vbjelak  

created by xiaomi, powered by google.",5191,462,268,1083003792126328832,Berlin,Alexandra Salvaterra,"@lariki @Miqubel @vbjelak https://t.co/8xF9AP6PFa 

Created by Xiaomi, Powered by Google.",0.0,Wed Jan 09 14:13:19 +0000 2019,DroidAlexandra,neutral,2008,0.0,2715915796,False
just saw this great deal &gt;&gt; original xiaomi rainbow zi5 1.5v aa alkaline battery set check it out &gt;&gt; ,xiaomi,just saw this great deal &gt;&gt; original xiaomi rainbow zi5 1.5v aa alkaline battery set check it out &gt;&gt; ,112,457,507,1083003864222183427,USA,DEALS DEALS,Just saw this Great Deal &gt;&gt; Original Xiaomi Rainbow Zi5 1.5V AA Alkaline Battery Set Check it out &gt;&gt; https://t.co/0KigkrYC8y,0.5875,Wed Jan 09 14:13:37 +0000 2019,Randajohn90,positive,718054,0.75,2424456128,False
advertising xiaomi redmi launch on january 10: new teaser confirms 48mp dual ai camera ,xiaomi,advertising xiaomi redmi launch on january 10: new teaser confirms 48mp dual ai camera ,0,15,243,1083003911148109824,,Lokkhabar,Advertising Xiaomi Redmi launch on January 10: New teaser confirms 48MP dual AI camera https://t.co/hRksfh1ia7,0.13636363636363635,Wed Jan 09 14:13:48 +0000 2019,Lokkhabarnews,positive,8257,0.45454545454545453,926081708109086723,False
lei jun showcases redmi's new phone in a short video - emphasizes its ruggedness #redmi #redminote7 #redmi7 #xiaomi ,xiaomi,lei jun showcases redmi's new phone in a short video - emphasizes its ruggedness #redmi #redminote7 #redmi7 #xiaomi ,9,12153,463,1083004053557334016,"Qingdao, China",Giz China,Lei Jun showcases Redmi's new phone in a short video - emphasizes its ruggedness #redmi #redminote7 #redmi7 #xiaomi… https://t.co/Lv4jmNKWNr,0.06818181818181818,Wed Jan 09 14:14:22 +0000 2019,Gizchina,neutral,32120,0.37727272727272726,127674014,False
xiaomi mi robot vacuum giveaway ,xiaomi,xiaomi mi robot vacuum giveaway ,942,10108,10051,1083004109911982080,"Vermont, USA",Kathy Pease,Xiaomi Mi Robot Vacuum Giveaway https://t.co/1pV8DUIVHc,-0.008333333333333333,Wed Jan 09 14:14:35 +0000 2019,klp1965,neutral,172329,0.0,16477470,False
bakeey bracelet replacement belt silicone luminous smart watch band for xiaomi mi band 3 ,xiaomi,bakeey bracelet replacement belt silicone luminous smart watch band for xiaomi mi band 3 ,3,71,47,1083004557133778946,United States,Larry L. Robinson - New Deal - USA,Bakeey Bracelet Replacement Belt Silicone Luminous Smart Watch Band for Xiaomi Mi band 3 https://t.co/BPUjwrEGHO,0.21428571428571427,Wed Jan 09 14:16:22 +0000 2019,dealsoftakis,positive,26429,0.6428571428571429,753215841655746560,False
@xiaomi that's cool slider ...just need under display fingerprint,xiaomi,@xiaomi that's cool slider ...just need under display fingerprint,3222,16,150,1083004756916723713,"West Bengal,INDIA",Sudipto Kumar,@xiaomi That's cool slider ...just need under display fingerprint,0.35,Wed Jan 09 14:17:09 +0000 2019,SudiptoKumar9,positive,1647,0.65,1060099911197253632,False
@clovetechnology but i still think smartphone manufacturers are doing it wrong with either the notch or the punch h ,xiaomi,@clovetechnology but i still think smartphone manufacturers are doing it wrong with either the notch or the punch h ,4559,215,482,1083004903243563008,Massachusetts,Brian Vermette,@clovetechnology But I still think smartphone manufacturers are doing it wrong with either the notch or the punch h… https://t.co/95PN20UmYA,-0.5,Wed Jan 09 14:17:44 +0000 2019,brianvermette,negative,3124,0.9,7389152,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,310,700,1575,1083004910747017217,"New Jersey, USA",feydurordu,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/h1SA8JhBSp,0.2,Wed Jan 09 14:17:46 +0000 2019,feydurordu704,positive,15302,0.6,900235994754162690,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,0,81,170,1083004927880785921,,lovelynovelty,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/MgpyXC1Yvi,0.2,Wed Jan 09 14:17:50 +0000 2019,saturnandjupit1,positive,14499,0.6,994217947114520576,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,1304,1568,1662,1083004942053400576,,scape of day,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/GJzIsYK43h,0.2,Wed Jan 09 14:17:54 +0000 2019,scapeofday,positive,19270,0.6,928106238876848129,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,661,656,655,1083004955789688838,,CelebSFW,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/7Cz0peDGBv,0.2,Wed Jan 09 14:17:57 +0000 2019,celebsfw,positive,18810,0.6,933934701982580745,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,2179,3251,3256,1083004972227125248,,Bought_Again,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/IpLwOnzUXO,0.2,Wed Jan 09 14:18:01 +0000 2019,Bought_Again,positive,22498,0.6,34884490,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,29,256,562,1083005000752672769,,tonynoel,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/E2gdNFKS0q,0.2,Wed Jan 09 14:18:08 +0000 2019,tonynoe07088543,positive,14399,0.6,1003193026200530944,False
smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,xiaomi,smartdevil type c cable fast charging usb c cable type-c data charger 90 degree cord for samsung s8 s9 xiaomi huawe ,711,704,320,1083005016472842241,,todayilearned,SmartDevil Type C Cable Fast Charging USB C Cable Type-c Data Charger 90 Degree Cord For Samsung S8 S9 Xiaomi Huawe… https://t.co/4O9PunLO6e,0.2,Wed Jan 09 14:18:11 +0000 2019,engraving_rings,positive,6338,0.6,628340190,False
xiaomi mi 2/c/s/se aries schematic &amp; blockdiagram  ,xiaomi,xiaomi mi 2/c/s/se aries schematic &amp; blockdiagram  ,0,0,0,1083005036802854913,,Kawan Ngoprek,Xiaomi Mi 2/C/S/SE Aries Schematic &amp; Block Diagram https://t.co/nl7WkxhxIG https://t.co/Y6zwgkJIET,0.0,Wed Jan 09 14:18:16 +0000 2019,kawanngoprek,neutral,466,0.0,1070687678645985280,False
@xiaomi #mimix3 #artxtechnology    cool slider .just need under display fingerprint,xiaomi,@xiaomi #mimix3 #artxtechnology    cool slider .just need under display fingerprint,3222,16,150,1083005075675480065,"West Bengal,INDIA",Sudipto Kumar,@xiaomi #MiMIX3 #ArtxTechnology    Cool slider .just need under display fingerprint,0.35,Wed Jan 09 14:18:25 +0000 2019,SudiptoKumar9,positive,1647,0.65,1060099911197253632,False
@manukumarjain @xiaomiindia @miofficialbd @xiaomi congrats,xiaomi,@manukumarjain @xiaomiindia @miofficialbd @xiaomi congrats,302,30,174,1083005280235843585,"Gummidipundi, India",SURESH BABU S,@manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Congrats,0.0,Wed Jan 09 14:19:14 +0000 2019,ssbraju86,neutral,209,0.0,403253701,False
@cmanmohan @indiapoco eagerly waiting for the update and a request to improve ram management slight better otherwis ,xiaomi,@cmanmohan @indiapoco eagerly waiting for the update and a request to improve ram management slight better otherwis ,5,4,37,1083005472200974341,,Sayan Maitra,@cmanmohan @IndiaPOCO Eagerly waiting for the update and a request to improve ram management slight better otherwis… https://t.co/rgixfGwRO8,0.16666666666666669,Wed Jan 09 14:20:00 +0000 2019,SayanMaitra3,positive,2,0.3333333333333333,2348581743,False
6 best earphones for xiaomi poco f1 that you can buy  ,xiaomi,6 best earphones for xiaomi poco f1 that you can buy  ,408,8033,15,1083005964163432449,The Internet,Guiding Tech,6 Best Earphones for Xiaomi Poco F1 That You Can Buy https://t.co/Qv5BUAJmXX https://t.co/EUmCfbGTVX,1.0,Wed Jan 09 14:21:57 +0000 2019,GuidingTech,positive,18299,0.3,100273272,False
"original #xiaomi redmi 5 ultra-thin tempered glass
     #gearbest  # ",xiaomi,"original #xiaomi redmi 5 ultra-thin tempered glass
     #gearbest  # ",5295,5947,129,1083005998250577920,Королёв,GearBest покупки,"Original #Xiaomi Redmi 5 Ultra-thin Tempered Glass
➡️  https://t.co/0bG8KPupz1 ⬅️  #GearBest  #ГеарБест https://t.co/vkhOeMGyYR",0.375,Wed Jan 09 14:22:05 +0000 2019,Gadget_RUS,positive,15104,0.75,190828048,False
xiaomi selects bluetooth mesh technology from silicon labs for new smart home products ,xiaomi,xiaomi selects bluetooth mesh technology from silicon labs for new smart home products ,16,587,2181,1083006076478320641,"Las Vegas, NV",Crwe World,Xiaomi Selects Bluetooth Mesh Technology from Silicon Labs for New Smart Home Products https://t.co/wOj4MZ2d7W,0.17532467532467533,Wed Jan 09 14:22:24 +0000 2019,CrweWorld,positive,302946,0.5487012987012987,3318510966,False
@igautam1 @manukumarjain @xiaomiindia @miofficialbd @xiaomi ads are gone jst check out mi community and about design ,xiaomi,@igautam1 @manukumarjain @xiaomiindia @miofficialbd @xiaomi ads are gone jst check out mi community and about design ,4520,40,67,1083006128844300288,Shivamogga,Mohammed ismail,@iGautam1 @manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Ads r gone jst check out mi community and about design… https://t.co/ADZcAo8ljY,0.0,Wed Jan 09 14:22:37 +0000 2019,Mohamme87579880,neutral,2942,0.0,776324395874869248,False
"xiaomi redmi note 5 pro price in india cut, now starts at rs.12,999 ",xiaomi,"xiaomi redmi note 5 pro price in india cut, now starts at rs.12,999 ",2,156,100,1083006273086541824,"नवी मुंबई, भारत",Dr. sonam sharma,"Xiaomi Redmi Note 5 Pro Price in India Cut, Now Starts at Rs. 12,999 https://t.co/RpY4PAL4lS",0.0,Wed Jan 09 14:23:11 +0000 2019,DrSonamsharma,neutral,164037,0.0,836570826807853058,False
"i liked a @youtube video  xiaomi mi 9,walking car,poco f1 big update,oppo r15 pro india,samsung 8k tv,whatsapp",xiaomi,"i liked a @youtube video  xiaomi mi 9,walking car,poco f1 big update,oppo r15 pro india,samsung 8k tv,whatsapp",9,28,194,1083006438698565634,"Kolkata, India",Technical viduo,"I liked a @YouTube video https://t.co/GZsXfNigEw Xiaomi Mi 9,Walking Car,Poco F1 Big Update,Oppo R15 Pro India,Samsung 8K Tv,Whatsapp",0.3,Wed Jan 09 14:23:50 +0000 2019,Dhanjay38,positive,7921,0.45,4753630868,False
"removed root + locked bootloader = successful update installation. 
mi a1 received january 2019 security patch you ",xiaomi,"removed root + locked bootloader = successful update installation. 
mi a1 received january 2019 security patch you ",2003,237,343,1083006546215428096,"New Delhi, India",Gautam Thapar,"Removed root + Locked bootloader = Successful Update Installation. 🔥🔥🔥
Mi A1 received January 2019 security patch u… https://t.co/aIwNFqwrO3",0.75,Wed Jan 09 14:24:16 +0000 2019,Gautam_Thapar,positive,2551,0.95,45084950,False
"xiaomi redmi note 5 pro price in india cut, now starts at rs.12,999 ",xiaomi,"xiaomi redmi note 5 pro price in india cut, now starts at rs.12,999 ",629,113,1057,1083006616050511877,United States,consumercellularplan,"Xiaomi Redmi Note 5 Pro Price in India Cut, Now Starts at Rs. 12,999 https://t.co/gKFTdGklKS",0.0,Wed Jan 09 14:24:33 +0000 2019,consumerplans,neutral,4089,0.0,834115733340684289,False
"first it was xiaomi, now oppo announces plans for uk launch ",xiaomi,"first it was xiaomi, now oppo announces plans for uk launch ",0,8,56,1083006620811083777,,tech10ment,"First it was Xiaomi, now Oppo announces plans for UK launch https://t.co/TpiNCnyFZ3",0.25,Wed Jan 09 14:24:34 +0000 2019,tech10ment,positive,10844,0.3333333333333333,792431977555070977,False
@manukumarjain @xiaomiindia @miofficialbd @xiaomi great pic and great stuff...all the best manu kumar jain,xiaomi,@manukumarjain @xiaomiindia @miofficialbd @xiaomi great pic and great stuff...all the best manu kumar jain,118,1,22,1083006715342147585,,Parameswaran K,@manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Great pic and great stuff...All the best Manu Kumar Jain,0.8666666666666667,Wed Jan 09 14:24:56 +0000 2019,Parames30700850,positive,51,0.6,1064877007878717440,False
 #xiaomi roborock s50 smart vacuum cleaner robot - ... #bonplan #deals #discount #gearbest #promotions #rduc  ,xiaomi, #xiaomi roborock s50 smart vacuum cleaner robot - ... #bonplan #deals #discount #gearbest #promotions #rduc  ,44,138,334,1083006916765331466,France,China Tech,🏷️🐼 #Xiaomi Roborock S50 Smart Vacuum Cleaner Robot - ... #BonPlan #Deals #Discount #Gearbest #Promotions #Réduc ➡️… https://t.co/y8WO4D7QmP,0.10297619047619047,Wed Jan 09 14:25:44 +0000 2019,ChinaTechFR,positive,76137,0.32142857142857145,901055747613757440,False
"xiaomi poco f1 adding 960fps slo-mo, night mode with the nextupdate  ",xiaomi,"xiaomi poco f1 adding 960fps slo-mo, night mode with the nextupdate  ",12,498042,43,1083006968766390273,,Android Community,"Xiaomi POCO F1 adding 960FPS slo-mo, Night mode with the next update https://t.co/rRiwK2bwPK https://t.co/OlVb87hIsk",0.0,Wed Jan 09 14:25:57 +0000 2019,Androids,neutral,49807,0.0,15895661,False
"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update ",xiaomi,"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update ",0,76,201,1083007034398834693,"Toronto, Ontario",Peter De Stasio,"Xiaomi POCO F1 adding 960FPS slo-mo, Night mode with the next update https://t.co/O1jPschwhL",0.0,Wed Jan 09 14:26:12 +0000 2019,petedestasio,neutral,15731,0.0,790658023450611713,False
"#xiaomi mi box 4 se launched in china with updated internals
",xiaomi,"#xiaomi mi box 4 se launched in china with updated internals
",1045,18596,11,1083007385554145281,India,91mobiles,"#Xiaomi Mi Box 4 SE launched in China with updated internals
https://t.co/XJFrIwPfMi",0.0,Wed Jan 09 14:27:36 +0000 2019,91mobiles,neutral,31962,0.0,88870886,True
xiaomi ceo briefly shows off redmi note 7 on video  via @gsmarena_com,xiaomi,xiaomi ceo briefly shows off redmi note 7 on video  via @gsmarena_com,4930,2656,4976,1083007507243696128,Dubai | دبي | Abuja | Lagos...,USMAN YUSUF™,Xiaomi CEO briefly shows off Redmi Note 7 on video https://t.co/tp4lB9uOTa via @gsmarena_com,0.0,Wed Jan 09 14:28:05 +0000 2019,ussmo,neutral,64015,0.3333333333333333,209038505,False
"@lariki @miqubel @vbjelak yeah i understand, tho, released 2016, november, not even the nexus from 2016 is getting ",xiaomi,"@lariki @miqubel @vbjelak yeah i understand, tho, released 2016, november, not even the nexus from 2016 is getting ",5191,462,268,1083007515099582464,Berlin,Alexandra Salvaterra,"@lariki @Miqubel @vbjelak Yeah I understand, tho, Released 2016, November, not even the Nexus from 2016 is getting… https://t.co/WwTN9dDCxq",0.0,Wed Jan 09 14:28:07 +0000 2019,DroidAlexandra,neutral,2009,0.0,2715915796,False
"tweet de evan blass (@evleaks) evan blass (@evleaks) twitte:
can't speak to the authenticity of this video or devi ",xiaomi,"tweet de evan blass (@evleaks) evan blass (@evleaks) twitte:
can't speak to the authenticity of this video or devi ",5,113,63,1083007674449571840,"Quito, Ecuador",Jorge AguirreCharvet,"Tweet de Evan Blass (@evleaks) Evan Blass (@evleaks) twitteó:
Can't speak to the authenticity of this video or devi… https://t.co/Bf4R5EMibG",0.0,Wed Jan 09 14:28:45 +0000 2019,jaguirrech,neutral,5363,0.0,8088802,False
"xiaomi mi mix 3 is finally here in europe, starting with spain and italy  via @rli_global",xiaomi,"xiaomi mi mix 3 is finally here in europe, starting with spain and italy  via @rli_global",1700,781,1000,1083007751079579648,United Kingdom,Retail & Leisure International,"Xiaomi Mi Mix 3 is finally here in Europe, starting with Spain and Italy https://t.co/QjvJErxx3u via @rli_global",0.0,Wed Jan 09 14:29:03 +0000 2019,rli_global,neutral,2162,0.55,2545773974,False
"hs ep#12: honor 8a,redmi note 7,lg q9,mi airdots pro earbuds, triple camera iphones 
@honorglobal @hihonorindia ",xiaomi,"hs ep#12: honor 8a,redmi note 7,lg q9,mi airdots pro earbuds, triple camera iphones 
@honorglobal @hihonorindia ",0,26,126,1083007820025479169,"Lahore, Pakistan",Huzaifa Ahmed,"HS EP#12: honor 8A,Redmi Note 7,LG Q9,Mi AirDots Pro Earbuds, Triple Camera IPhones 
@Honorglobal @HiHonorIndia… https://t.co/ybOpYkeIJF",0.0,Wed Jan 09 14:29:20 +0000 2019,HuzaifaSpeaks99,neutral,191,0.0,994558314624118784,False
"#weeklydraw

participate in our weekly draw from: 



get a chance to win redmi 6a mobile ph ",xiaomi,"#weeklydraw

participate in our weekly draw from: 



get a chance to win redmi 6a mobile ph ",2744,7764,433,1083007990112804865,Free to Play - Win Prizes!,India Bet,"#WeeklyDraw

Participate in our Weekly Draw from: 

https://t.co/BKu2hhJT2z

Get a chance to win Redmi 6A mobile ph… https://t.co/nrckDAE5eX",0.8,Wed Jan 09 14:30:00 +0000 2019,indiabet,positive,17943,0.4,285608589,False
"#xiaomi #scooter #light #bluetooth #speaker
the pulse 3d light bluetooth speaker, with fm radio,tf card, phone spea ",xiaomi,"#xiaomi #scooter #light #bluetooth #speaker
the pulse 3d light bluetooth speaker, with fm radio,tf card, phone spea ",1181,13,0,1083008222502506497,China,Duncan Liu,"#Xiaomi #Scooter #Light #Bluetooth #Speaker
The Pulse 3D light bluetooth speaker, with FM radio,TF card, phone spea… https://t.co/CEAxft5X5V",0.4,Wed Jan 09 14:30:56 +0000 2019,airplayingltd,positive,1195,0.7,858959060649082881,False
better than pocoshitfon f1,xiaomi,better than pocoshitfon f1,26821,418,351,1083008293579018240,Malaysia,awie,Better than pocoshitfon f1,0.5,Wed Jan 09 14:31:13 +0000 2019,AsnAwiBAjuri,positive,17711,0.5,124283684,False
"deal of the day &gt;&gt; bakeey"" hard pc protective case+tempered glass+lens protector for xiaomi pocophone f1 check it ",xiaomi,"deal of the day &gt;&gt; bakeey"" hard pc protective case+tempered glass+lens protector for xiaomi pocophone f1 check it ",90,1729,1286,1083008336843415552,USA,Maria D. Pedro - USA | Hot Deals - Deal of the day,"Deal of the Day &gt;&gt; Bakeeyâ""¢ Hard PC Protective Case+Tempered Glass+Lens Protector For Xiaomi Pocophone F1 Check it… https://t.co/w2gEhJk2mv",-0.2916666666666667,Wed Jan 09 14:31:23 +0000 2019,sontanarafil,negative,193615,0.5416666666666666,2422409521,False
"@notalxx_ eso is shit 
xiaomi the best",xiaomi,"@notalxx_ eso is shit 
xiaomi the best",2662,131,132,1083008562069204992,cd /home/luisinoficial/videos,LuisinOficial ツ,"@NotAlxx_ Eso is shit 
Xiaomi The Best",0.4,Wed Jan 09 14:32:17 +0000 2019,LuisinOficial,positive,4804,0.55,970788009951072257,False
"40 inch pizza slice...
#broadway pizza #lahore #pakistan 

captured from my #xiaomi #redmis2 ",xiaomi,"40 inch pizza slice...
#broadway pizza #lahore #pakistan 

captured from my #xiaomi #redmis2 ",20559,323,204,1083008768932306947,Pakistan ,🇵🇰Umer farooq🇵🇰,"40 inch Pizza slice...
#Broadway Pizza #Lahore #Pakistan 

Captured from my #Xiaomi #RedmiS2 https://t.co/oPCwiRfM6x",0.0,Wed Jan 09 14:33:06 +0000 2019,umerkhawaja,neutral,38111,0.0,95358873,False
"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update  #tech",xiaomi,"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update  #tech",45,313,502,1083008860036706305,Republic of the Philippines,technijuan,"Xiaomi POCO F1 adding 960FPS slo-mo, Night mode with the next update https://t.co/MxAM9CL8bp #tech",0.0,Wed Jan 09 14:33:28 +0000 2019,technjuan,neutral,86248,0.0,4035388032,False
 #xiaomi roborock s50 smart vacuum cleaner robot - ... #bonplan #deals #discount #gearbest #promotions #rduc  ,xiaomi, #xiaomi roborock s50 smart vacuum cleaner robot - ... #bonplan #deals #discount #gearbest #promotions #rduc  ,44,138,334,1083009090371178497,France,China Tech,🏷️🐼 #Xiaomi Roborock S50 Smart Vacuum Cleaner Robot - ... #BonPlan #Deals #Discount #Gearbest #Promotions #Réduc ➡️… https://t.co/rrvgugaFAU,0.10297619047619047,Wed Jan 09 14:34:23 +0000 2019,ChinaTechFR,positive,76142,0.32142857142857145,901055747613757440,False
"as today i stop using @xiaomi products 
it's a shame to see that they do not care about their clients ",xiaomi,"as today i stop using @xiaomi products 
it's a shame to see that they do not care about their clients ",3,8,34,1083009109199331328,,David Channels,"As today i stop using @xiaomi products 
It's a shame to see that they do not care about their clients https://t.co/w15dYTHJT3",0.0,Wed Jan 09 14:34:27 +0000 2019,josedavid_jd,neutral,7,0.0,106935526,False
its camera ,xiaomi,its camera ,3869,5237,859,1083009244692185093,Tanzania,LyMo,Its camera 😷💩,0.0,Wed Jan 09 14:34:59 +0000 2019,MalwarePeter,neutral,117922,0.0,327920448,False
us-china trade talks; xiaomi shares plunge; fed minutes - nbc2 news ,xiaomi,us-china trade talks; xiaomi shares plunge; fed minutes - nbc2 news ,114,1617,1130,1083009272827437056,"Bowie, MD",Sid Hameed,US-China trade talks; Xiaomi shares plunge; Fed minutes - NBC2 News https://t.co/V2o4TzjLe3,0.0,Wed Jan 09 14:35:06 +0000 2019,SidHameed,neutral,25510,0.0,108603022,False
"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update ",xiaomi,"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update ",133,311,487,1083009344642392071,Twitch.tv/cgadgetz IG:cgadgetz,Cgadgetz,"Xiaomi POCO F1 adding 960FPS slo-mo, Night mode with the next update https://t.co/uw41RPZek1",0.0,Wed Jan 09 14:35:23 +0000 2019,cgadgetz,neutral,87138,0.0,373979295,False
xiaomi redmi 7 rumours around with48mp  ,xiaomi,xiaomi redmi 7 rumours around with48mp  ,4,5,87,1083009363097182209,,Mohammed Sami,Xiaomi Redmi 7 rumours around with 48MP https://t.co/Y46gsz0b2x https://t.co/UL9niWeSim,0.0,Wed Jan 09 14:35:28 +0000 2019,sami_2786,neutral,186,0.0,952181859751899137,False
"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update  ",xiaomi,"xiaomi poco f1 adding 960fps slo-mo, night mode with the next update  ",0,89,11,1083009478419759105,"Paris, Ile-de-France",UniverSmartphone,"Xiaomi POCO F1 adding 960FPS slo-mo, Night mode with the next update https://t.co/67nASRPU9r https://t.co/KfsfQ4qwOF",0.0,Wed Jan 09 14:35:55 +0000 2019,UniverSmartphon,neutral,131251,0.0,401504224,False
"yup. lg, samsung, xiaomi. i think huawei too even though they havent said it out loud",xiaomi,"yup. lg, samsung, xiaomi. i think huawei too even though they havent said it out loud",4261,30200,2841,1083009686486597637,"Johannesburg, South Africa",Manqeezus,"Yup. LG, Samsung, Xiaomi. I think Huawei too even though they haven’t said it out loud",0.1,Wed Jan 09 14:36:45 +0000 2019,_Bonga,positive,474142,0.8,60862407,False
