TextBlob,brand,clean,favourites_count,followers_count,friends_count,id,location,name,orig,polarity,pubdate,screen_name,sentiment,statuses_count,subjectivity,user_id,verified
enjoy it while you can aoc...your time in washington is going to be short.  wwg1wga,apple,enjoy it while you can aoc...your time in washington is going to be short.  wwg1wga,5118,242,364,1105146890616799232,"Oklahoma, USA",❀MWms❀,Enjoy it while you can AOC...your time in Washington is going to be short.  WWG1WGA,0.2,Mon Mar 11 16:42:06 +0000 2019,monijoe2001,positive,2303,0.4,604060882,False
"have you tried our white chocolate peanut butter cup cupcake!?
available today alongside mint cookies n cream, tres ",apple,"have you tried our white chocolate peanut butter cup cupcake!?
available today alongside mint cookies n cream, tres ",2494,1222,925,1105146925056229376,"El Paso, TX",TheMastersPlace,"Have you tried our White Chocolate Peanut Butter Cup cupcake!?
Available today alongside Mint Cookies N Cream, Tres… https://t.co/cpTF6kgRaM",0.2,Mon Mar 11 16:42:14 +0000 2019,MastersCupcakes,positive,3240,0.2,1912206426,False
"elizabeth warren wants to break up apple, too ",apple,"elizabeth warren wants to break up apple, too ",16,123,0,1105147003758149640,,today retweet hall of fame,"Elizabeth Warren wants to break up Apple, too https://t.co/fN6lcTPG23",0.2,Mon Mar 11 16:42:32 +0000 2019,OSXToday1,positive,107186,0.1,606923154,False
make real money by walking with @cashforsteps #cashforsteps ,apple,make real money by walking with @cashforsteps #cashforsteps ,72,174,415,1105147181961498624,"Bel-Ridge, MO",Maryellen Honkomp,Make real money by walking with @cashforsteps #cashforsteps https://t.co/LfVeqbBfwF,0.2,Mon Mar 11 16:43:15 +0000 2019,MoonstoneWolf,positive,8440,0.30000000000000004,107382935,False
"during cross-examination, siva says ""i don't really think i have an understanding of the patent"" or what it covers. ",apple,"during cross-examination, siva says ""i don't really think i have an understanding of the patent"" or what it covers. ",1464,3777,1122,1105147200185655298,"San Francisco, CA",Richard Nieva,"During cross-examination, Siva says ""I don't really think I have an understanding of the patent"" or what it covers.… https://t.co/LyMBSOneHi",0.2,Mon Mar 11 16:43:19 +0000 2019,richardjnieva,positive,3487,0.2,202485527,True
"thanks, donald usa.",apple,"thanks, donald usa.",1530,3250,558,1105147237447974913,"Darlington, England",Kurt Colbeck,"Thanks, Donald USA.",0.2,Mon Mar 11 16:43:28 +0000 2019,KurtColbeck,positive,72732,0.2,364722967,False
on them beans for real  ,apple,on them beans for real  ,56062,5094,1796,1105147249573744640,"Cleveland, OH",jovi. ⚡️,On them beans for real  https://t.co/0SMMQm89Kz,0.2,Mon Mar 11 16:43:31 +0000 2019,JOVZILLA,positive,305364,0.30000000000000004,44541199,False
@usatodaydc well we can't ask ivanka who was there and heard it as well because she will lie. and tim cook may very ,apple,@usatodaydc well we can't ask ivanka who was there and heard it as well because she will lie. and tim cook may very ,20800,135,329,1105147291999105024,"Pennsylvania, USA",Susan M,@usatodayDC Well we can't ask Ivanka who was there and heard it as well because she will Lie. And Tim Cook may very… https://t.co/vRxCQ0LnrT,0.2,Mon Mar 11 16:43:41 +0000 2019,myonetallcup,positive,20015,0.3,800802732638515200,False
i agree that the press is talking about this story too much.  they should be talking about the massage parlor owner ,apple,i agree that the press is talking about this story too much.  they should be talking about the massage parlor owner ,3777,39,314,1105147306750459904,"Lyndhurst, NJ",Brian Sales,I agree that the press is talking about this story too much.  They should be talking about the massage parlor owner… https://t.co/Wj7v1PNf58,0.2,Mon Mar 11 16:43:45 +0000 2019,iambriansales,positive,7789,0.2,803696784526741504,False
all i say is for you to keep it real each and every day ,apple,all i say is for you to keep it real each and every day ,230,633,628,1105147331106799616,NYC,Bank Sinatra,All I say is for you to keep it real each and every day https://t.co/FeF0ul123d,0.2,Mon Mar 11 16:43:51 +0000 2019,glolimitmanny,positive,22559,0.30000000000000004,4099170209,False
elizabeth warren wants to break up apple too - vox ,apple,elizabeth warren wants to break up apple too - vox ,1328,1636,2019,1105147370679996416,"San Francisco, CA",Gregory Varnum,Elizabeth Warren wants to break up Apple too - Vox https://t.co/3u5RcdcPCY,0.2,Mon Mar 11 16:44:00 +0000 2019,GregVarnum,positive,19272,0.1,6444102,False
@fancylunch3232 apple jade is a real threat,apple,@fancylunch3232 apple jade is a real threat,928,63,293,1105147387545309185,Irish Welsh Aussie Emotional,Sportsmate,@fancylunch3232 Apple Jade is a real threat,0.2,Mon Mar 11 16:44:04 +0000 2019,swampysport,positive,1603,0.30000000000000004,2673159845,False
"loopinsight: elizabeth warren wants to break up apple, too ",apple,"loopinsight: elizabeth warren wants to break up apple, too ",0,9,1,1105147428594991104,,RSS►IFT►TWT,"loopinsight: Elizabeth Warren wants to break up Apple, too https://t.co/i5dhVC9lAu",0.2,Mon Mar 11 16:44:14 +0000 2019,chailey_rss,positive,35608,0.1,1267742672,False
"@realdonaldtrump i see your point, donnie. ""cook"" is sooooo much harder and more time consuming to say than ""apple. ",apple,"@realdonaldtrump i see your point, donnie. ""cook"" is sooooo much harder and more time consuming to say than ""apple. ",7844,1982,1994,1105147546119360512,CT,Tim Goral,"@realDonaldTrump I see your point, Donnie. ""Cook"" is sooooo much harder and more time consuming to say than ""Apple.… https://t.co/asBKKApbbG",0.2,Mon Mar 11 16:44:42 +0000 2019,timgoral,positive,4402,0.25,16089050,False
@aser_tolentino apple doesnt really use function keys.,apple,@aser_tolentino apple doesnt really use function keys.,22738,282,147,1105147581607272455,"Los Angeles, CA","iJoshua, Taint of Konshu",@aser_tolentino Apple doesn’t really use function keys.,0.2,Mon Mar 11 16:44:50 +0000 2019,JoshuaNeverJosh,positive,21111,0.2,242789811,False
kevin malone from the office would really appreciate this one #theoffice,apple,kevin malone from the office would really appreciate this one #theoffice,1890,425,596,1105147628743024640,N 42°39' 0'' / W 71°19' 0'',Omar,Kevin Malone from The Office would really appreciate this one #TheOffice,0.2,Mon Mar 11 16:45:01 +0000 2019,Omarmoha,positive,7899,0.2,165073741,False
make real money by walking with @cashforsteps #cashforsteps ,apple,make real money by walking with @cashforsteps #cashforsteps ,16,17,327,1105147716068270083,,Arisarin3,Make real money by walking with @cashforsteps #cashforsteps https://t.co/E9t6fL5Ubu,0.2,Mon Mar 11 16:45:22 +0000 2019,Arisarin_3,positive,67,0.30000000000000004,838918601780273152,False
he lies so much he can not even remember when hes lied.,apple,he lies so much he can not even remember when hes lied.,95180,252,387,1105147942539796481,,Jenny 🌊🌊🌊,He lies so much he can’t even remember when he’s lied.,0.2,Mon Mar 11 16:46:16 +0000 2019,JennyOnsager,positive,6392,0.2,730647427,False
me when the professor asks why my essay is so much shorter than the required word count,apple,me when the professor asks why my essay is so much shorter than the required word count,8363,56,147,1105147946415345664,,left wing hades,Me when the professor asks why my essay is so much shorter than the required word count,0.2,Mon Mar 11 16:46:17 +0000 2019,steve_saxt,positive,1414,0.2,3546748823,False
make real money by walking with @cashforsteps #cashforsteps ,apple,make real money by walking with @cashforsteps #cashforsteps ,0,0,1,1105148026870390786,,orange,Make real money by walking with @cashforsteps #cashforsteps https://t.co/nSfmOSvGhg,0.2,Mon Mar 11 16:46:36 +0000 2019,orange22205784,positive,5,0.30000000000000004,1101932548199010305,False
