TextBlob,brand,clean,favourites_count,followers_count,friends_count,id,location,name,orig,polarity,pubdate,screen_name,sentiment,statuses_count,subjectivity,user_id,verified
"@manukumarjain @xiaomiindia @miofficialbd @xiaomi with old soc , downgraded specs , same design and especially the ",xiaomi,"@manukumarjain @xiaomiindia @miofficialbd @xiaomi with old soc , downgraded specs , same design and especially the ",6471,475,1008,1082984762208206849,India,Gôütåm Says,"@manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi With Old Soc , Downgraded Specs , Same Design And Especially The… https://t.co/Gic91GxmSy",0.03333333333333333,Wed Jan 09 12:57:42 +0000 2019,iGautam1,neutral,7783,0.44166666666666665,1037674671167000577,False
i've just posted a new blog: xiaomi mi a2 gets a permanent price cut in india  ,xiaomi,i've just posted a new blog: xiaomi mi a2 gets a permanent price cut in india  ,11,49,107,1082985180338495490,India,RUPAM NATH,I've just posted a new blog: Xiaomi Mi A2 gets a permanent price cut in India  https://t.co/kMougRyuGD,0.13636363636363635,Wed Jan 09 12:59:22 +0000 2019,rupamnath823,positive,1900,0.45454545454545453,867431262587416579,False
download xiaomi mi play stock wallpapers in highresolution  ,xiaomi,download xiaomi mi play stock wallpapers in highresolution  ,4,1111,1793,1082985230330408960,india,GizDev.Com,Download Xiaomi MI Play Stock Wallpapers In High Resolution https://t.co/lNyOytmT58 https://t.co/SXYchhXIGH,0.0,Wed Jan 09 12:59:34 +0000 2019,gizdevdotcom,neutral,4502,0.0,197045870,False
"why is the change in e-commerce rules good news for samsung and bad news for xiaomi?


#e-co ",xiaomi,"why is the change in e-commerce rules good news for samsung and bad news for xiaomi?


#e-co ",294,550,1078,1082992838604931072,India,Tech Foogle,"Why is the change in E-Commerce rules good news for Samsung and bad news for Xiaomi?
https://t.co/Nn6N1gkotc

#E-Co… https://t.co/5xS4zYBmhr",5.551115123125783e-17,Wed Jan 09 13:29:48 +0000 2019,techfoogle,neutral,5938,0.6333333333333333,116376440,False
"tdg xiaomi redmi note 5 pro 3d texture printed vans brand hard back case cover #tdg #smartband
299.00
 ",xiaomi,"tdg xiaomi redmi note 5 pro 3d texture printed vans brand hard back case cover #tdg #smartband
299.00
 ",1,18,41,1082993432421953537,INDIA,YourDeal.India,"TDG Xiaomi Redmi Note 5 Pro 3D Texture Printed Vans Brand Hard Back Case Cover #TDG #smartband
₹299.00
➤… https://t.co/FdMgk5TIwE",-0.14583333333333334,Wed Jan 09 13:32:09 +0000 2019,InYourdeal,negative,1849,0.2708333333333333,829750597,False
"tdg xiaomi redmi note 5 pro 3d texture printed mozaic hard back case cover #tdg #temperedglass
299.00
 ",xiaomi,"tdg xiaomi redmi note 5 pro 3d texture printed mozaic hard back case cover #tdg #temperedglass
299.00
 ",1,18,41,1082995175339773954,INDIA,YourDeal.India,"TDG Xiaomi Redmi Note 5 Pro 3D Texture Printed Mozaic Hard Back Case Cover #TDG #temperedglass
₹299.00
➤… https://t.co/tm2bkLipcp",-0.14583333333333334,Wed Jan 09 13:39:05 +0000 2019,InYourdeal,negative,1850,0.2708333333333333,829750597,False
"i've just posted a new blog: xiaomi black shark 'skywalker' spotted on geekbench, snapdragon 855 soc and 8gb ram ti ",xiaomi,"i've just posted a new blog: xiaomi black shark 'skywalker' spotted on geekbench, snapdragon 855 soc and 8gb ram ti ",7,268,150,1082995362237960193,India,Aman,"I've just posted a new blog: Xiaomi Black Shark 'Skywalker' Spotted on Geekbench, Snapdragon 855 SoC and 8GB RAM Ti… https://t.co/oIPmyav4DB",-0.015151515151515152,Wed Jan 09 13:39:50 +0000 2019,befrd4life,neutral,3501,0.44393939393939397,30454553,False
top news - redmi phone teased by xiaomi to sport a 48-megapixel camera a day ahead of launch - ndtv | ,xiaomi,top news - redmi phone teased by xiaomi to sport a 48-megapixel camera a day ahead of launch - ndtv | ,8,14,0,1082996905880182785,India,24Trends,Top News - Redmi Phone Teased by Xiaomi to Sport a 48-Megapixel Camera a Day Ahead of Launch - NDTV | https://t.co/YH9yg53VPz,0.5,Wed Jan 09 13:45:58 +0000 2019,24Trendsin,positive,43378,0.5,1054988224232349696,False
"speakers from harman, xiaomi &amp; synamedia's services - day 2 at ces 2019 expo
#speakers #harman #xiaomi #synamedia ",xiaomi,"speakers from harman, xiaomi &amp; synamedia's services - day 2 at ces 2019 expo
#speakers #harman #xiaomi #synamedia ",0,130,147,1082998751021723648,India,How Tech Hack,"Speakers from Harman, Xiaomi &amp; Synamedia's Services - Day 2 at CES 2019 Expo
#Speakers #Harman #Xiaomi #Synamedia… https://t.co/2PKC2ntGy7",0.0,Wed Jan 09 13:53:18 +0000 2019,HowTechHack,neutral,427,0.0,852070988149919744,False
"apple airpods clone xiaomi mi airdots pro unveiled in china priced approximately rs.4000 
#miairdots #xiaomi #mi ",xiaomi,"apple airpods clone xiaomi mi airdots pro unveiled in china priced approximately rs.4000 
#miairdots #xiaomi #mi ",556,1373,51,1082999231948873729,India,GadgetsFlix,"Apple AirPods Clone Xiaomi Mi AirDots Pro unveiled in china priced approximately Rs.4000 
#MiAirDots #Xiaomi #Mi… https://t.co/T0DhdL3y3b",-0.4,Wed Jan 09 13:55:12 +0000 2019,GadgetsFlix,negative,1761,0.6,774992787796221952,False
"@gadgetstouse according to me the main highliting feature of this smartphone is its 48 mp camera 
let's see at w ",xiaomi,"@gadgetstouse according to me the main highliting feature of this smartphone is its 48 mp camera 
let's see at w ",23616,276,108,1083001341931208704,India,иɨȶɨֆɦ βɦǟʀɖաǟʝツ,"@gadgetstouse According to me the main highliting feature of this smartphone is its 48 MP camera 😍😍🤩
Let's see at w… https://t.co/tJ9nSCMqKE",0.16666666666666666,Wed Jan 09 14:03:35 +0000 2019,Nitzzie220F,positive,23817,0.3333333333333333,602853494,False
"this is xiaomi's new redmi phone with 48mp camera launching tomorrow.
for further details check out this amazing ar ",xiaomi,"this is xiaomi's new redmi phone with 48mp camera launching tomorrow.
for further details check out this amazing ar ",23616,276,108,1083001704830779393,India,иɨȶɨֆɦ βɦǟʀɖաǟʝツ,"This is Xiaomi's new Redmi phone with 48MP camera launching tomorrow.
For further details check out this amazing ar… https://t.co/R8H2Lf5xfw",0.24545454545454548,Wed Jan 09 14:05:02 +0000 2019,Nitzzie220F,positive,23818,0.6181818181818182,602853494,False
"#xiaomi redmi note 7 gets bluetooth certification ahead of launch
",xiaomi,"#xiaomi redmi note 7 gets bluetooth certification ahead of launch
",1045,18595,11,1083001948272508928,India,91mobiles,"#Xiaomi Redmi Note 7 gets Bluetooth certification ahead of launch
https://t.co/AvgL264tUA",0.0,Wed Jan 09 14:06:00 +0000 2019,91mobiles,neutral,31960,0.0,88870886,True
"#xiaomi mi box 4 se launched in china with updated internals
",xiaomi,"#xiaomi mi box 4 se launched in china with updated internals
",1045,18596,11,1083007385554145281,India,91mobiles,"#Xiaomi Mi Box 4 SE launched in China with updated internals
https://t.co/XJFrIwPfMi",0.0,Wed Jan 09 14:27:36 +0000 2019,91mobiles,neutral,31962,0.0,88870886,True
"xiaomi is expected to launch redmi 7 and redmi note 7 tommorow. android 9 and snapdragon 660
#redminote7 #redmi7 #snapdragon #android9",xiaomi,"xiaomi is expected to launch redmi 7 and redmi note 7 tommorow. android 9 and snapdragon 660
#redminote7 #redmi7 #snapdragon #android9",3,156,56,1083010110643785730,India,Techgill,"Xiaomi is expected to launch Redmi 7 and Redmi Note 7 Tommorow. Android 9 and Snapdragon 660
#RedmiNote7 #Redmi7 #Snapdragon #Android9",-0.1,Wed Jan 09 14:38:26 +0000 2019,techgill,negative,31,0.4,226234060,False
"#xiaomi mi box 4 se launched in china with updated internals
",xiaomi,"#xiaomi mi box 4 se launched in china with updated internals
",1045,18597,11,1083011511633752065,India,91mobiles,"#Xiaomi Mi Box 4 SE launched in China with updated internals
https://t.co/XJFrIwxEUK",0.0,Wed Jan 09 14:44:00 +0000 2019,91mobiles,neutral,31962,0.0,88870886,True
 is this website owned by you @xiaomi. i am receiving multiple smss to input personal information.,xiaomi, is this website owned by you @xiaomi. i am receiving multiple smss to input personal information.,4,47,29,1083013381597073408,India,Indrajit,https://t.co/0VOFldccD3 is this website owned by you @xiaomi. I am receiving multiple smss to input personal information.,0.0,Wed Jan 09 14:51:26 +0000 2019,indro13,neutral,185,0.15,120107365,False
@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi ads yaa i may check out but not on community i'l ,xiaomi,@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi ads yaa i may check out but not on community i'l ,6472,475,1008,1083017992407928833,India,Gôütåm Says,@Mohamme87579880 @manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Ads Yaa I May Check Out But Not On Community I'l… https://t.co/VT1RPCiAol,0.0,Wed Jan 09 15:09:45 +0000 2019,iGautam1,neutral,7785,0.0,1037674671167000577,False
"xiaomi will launch a new redmi smartphone tomorrow.
#redmix #redminote7 ",xiaomi,"xiaomi will launch a new redmi smartphone tomorrow.
#redmix #redminote7 ",66,311,933,1083018940438044683,India,Ocenzy,"Xiaomi will launch a new Redmi smartphone tomorrow.
#RedmiX #RedmiNote7 https://t.co/9za8JhIiGx",0.13636363636363635,Wed Jan 09 15:13:31 +0000 2019,ocenzy,positive,155,0.45454545454545453,744821698466177024,False
"@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi haa haa lmao 
why are you bringing ur family you &amp; ",xiaomi,"@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi haa haa lmao 
why are you bringing ur family you &amp; ",6472,475,1009,1083019884227846144,India,Gôütåm Says,"@Mohamme87579880 @manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Haa Haa Lmao 😂🤣
Why Are U Bringing Ur Family U &amp;… https://t.co/WFNz4f6rOM",0.6,Wed Jan 09 15:17:16 +0000 2019,iGautam1,positive,7787,1.0,1037674671167000577,False
@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi (2) sd 675 oh great shout on it but the way ur t ,xiaomi,@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi (2) sd 675 oh great shout on it but the way ur t ,6472,475,1009,1083020618902102017,India,Gôütåm Says,@Mohamme87579880 @manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi (2) SD 675 Oh Great Shout On It But The Way Ur T… https://t.co/hQHC7TPR1s,0.8,Wed Jan 09 15:20:11 +0000 2019,iGautam1,positive,7788,0.75,1037674671167000577,False
@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi yaa #xiaomiboy  they won't because they don't c ,xiaomi,@mohamme87579880 @manukumarjain @xiaomiindia @miofficialbd @xiaomi yaa #xiaomiboy  they won't because they don't c ,6472,475,1009,1083024154385735680,India,Gôütåm Says,@Mohamme87579880 @manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi Yaa #XiaomiBoy 😂 They Won't Because They Don't C… https://t.co/zJ252FO0dU,0.0,Wed Jan 09 15:34:14 +0000 2019,iGautam1,neutral,7789,0.0,1037674671167000577,False
"tdg xiaomi redmi note 5 pro 3d texture printed time to dream hard back case cover #tdg #fitnesstracker
299.00
 ",xiaomi,"tdg xiaomi redmi note 5 pro 3d texture printed time to dream hard back case cover #tdg #fitnesstracker
299.00
 ",1,18,41,1083024380987432967,INDIA,YourDeal.India,"TDG Xiaomi Redmi Note 5 Pro 3D Texture Printed Time to Dream Hard Back Case Cover #TDG #fitnesstracker
₹299.00
➤… https://t.co/Z0Cx8Bhy8B",-0.14583333333333334,Wed Jan 09 15:35:08 +0000 2019,InYourdeal,negative,1853,0.2708333333333333,829750597,False
xiaomi will launch new mi tv tomorrow inindia  ,xiaomi,xiaomi will launch new mi tv tomorrow inindia  ,2,5,129,1083024463682289664,India,India Leading News,Xiaomi will launch New Mi TV tomorrow in India https://t.co/gwPrgUma7d https://t.co/qNSEg2BbsK,0.13636363636363635,Wed Jan 09 15:35:28 +0000 2019,PanditPulakesh,positive,965,0.45454545454545453,921753734077493249,False
new post (awinner colorful waterproof replacement bands for xiaomi mi band 2 smart miband 2nd (no activity tracker) ,xiaomi,new post (awinner colorful waterproof replacement bands for xiaomi mi band 2 smart miband 2nd (no activity tracker) ,0,261,2216,1083027578938671109,INDIA,Sheshnath Chauhan,New post (Awinner Colorful Waterproof Replacement Bands for Xiaomi Mi Band 2 Smart Miband 2nd (No Activity Tracker)… https://t.co/WTTWR8qLSk,0.16266233766233765,Wed Jan 09 15:47:51 +0000 2019,BALKURIA,positive,9735,0.3743506493506493,2541337508,False
"i liked a @youtube video  tech talks #708 - poco f1 update, xiaomi black shark, qualcomm 5g devices, redmi y2,",xiaomi,"i liked a @youtube video  tech talks #708 - poco f1 update, xiaomi black shark, qualcomm 5g devices, redmi y2,",46083,493,191,1083029253267050496,India,Arun K,"I liked a @YouTube video https://t.co/uKTE5bhVv7 Tech Talks #708 - Poco F1 Update, Xiaomi Black Shark, Qualcomm 5G Devices, Redmi Y2,",0.21666666666666667,Wed Jan 09 15:54:30 +0000 2019,itsmearunk,positive,23484,0.6166666666666667,165400477,False
"#xiaomiairdots
#airdotspro
#mi
new article posted check now
",xiaomi,"#xiaomiairdots
#airdotspro
#mi
new article posted check now
",97,3,16,1083032693447614464,India,Technical Nipun,"#XiaomiAirdots
#AirdotsPro
#mi
New article posted check now
https://t.co/Qr1GgDodaY",0.13636363636363635,Wed Jan 09 16:08:10 +0000 2019,nipun_technical,positive,88,0.45454545454545453,1022525597409411079,False
@manukumarjain @xiaomiindia @miofficialbd @xiaomi i m big fan of poco mobile please release poco f2 as early as possible with sd855 .,xiaomi,@manukumarjain @xiaomiindia @miofficialbd @xiaomi i m big fan of poco mobile please release poco f2 as early as possible with sd855 .,719,31,131,1083035187091517447,India,Salman Pathan,@manukumarjain @XiaomiIndia @MiOfficialBD @xiaomi I m big fan of PoCo mobile please release PoCo F2 as early as possible with SD855 .,0.03333333333333333,Wed Jan 09 16:18:05 +0000 2019,I_M_SANZ,neutral,970,0.4666666666666666,2808738606,False
@geekyranjit @youtubeindia oppo please release kernel sources and give us way to unlock bootloader we android users ,xiaomi,@geekyranjit @youtubeindia oppo please release kernel sources and give us way to unlock bootloader we android users ,867,4,46,1083043915685478401,India,Lovepreet kumar,@geekyranjit @YouTubeIndia Oppo please release kernel sources and give us way to unlock bootloader we android users… https://t.co/vkLC2KOssI,0.0,Wed Jan 09 16:52:46 +0000 2019,LOVEPRE45678923,neutral,300,0.0,767370572439261184,False
"@donovansung @mkbhd hello sir.  i love xiaomi,  i bought a redmi note 6 pro,,  i love its camera,, we need improvem ",xiaomi,"@donovansung @mkbhd hello sir.  i love xiaomi,  i bought a redmi note 6 pro,,  i love its camera,, we need improvem ",270,5,13,1083044201556668417,India,🔘 Raj Jangir,"@donovansung @MKBHD Hello sir.  I love Xiaomi,  I bought a redmi note 6 pro,,  I love its camera,, we need improvem… https://t.co/sdzogKxoiQ",0.5,Wed Jan 09 16:53:54 +0000 2019,RaJkAmAljAnGiR1,positive,28,0.6,1360060122,False
